date,home_team,away_team,home_score,away_score,tournament,country,result
1913-10-05,Sweden,Denmark,0.0,10.0,Friendly,Sweden,A
1913-10-05,Uruguay,Argentina,1.0,0.0,Copa Premio Honor Uruguayo,Uruguay,H
1913-10-26,Germany,Denmark,1.0,4.0,Friendly,Germany,A
1913-10-26,Hungary,Austria,4.0,3.0,Friendly,Hungary,H
1913-10-26,Norway,Sweden,1.0,1.0,Friendly,Norway,D
1913-10-26,Uruguay,Argentina,1.0,0.0,Copa Newton,Uruguay,H
1913-11-02,Belgium,Switzerland,2.0,0.0,Friendly,Belgium,H
1913-11-23,Belgium,Germany,6.0,2.0,Friendly,Belgium,H
1914-01-11,Italy,Austria,0.0,0.0,Friendly,Italy,D
1914-01-19,Wales,Northern Ireland,1.0,2.0,British Home Championship,Wales,A
1914-01-25,France,Belgium,4.0,3.0,Friendly,France,H
1914-02-08,Luxembourg,France,5.0,4.0,Friendly,Luxembourg,H
1914-02-14,England,Northern Ireland,0.0,3.0,British Home Championship,England,A
1914-02-28,Scotland,Wales,0.0,0.0,British Home Championship,Scotland,D
1914-03-08,France,Switzerland,2.0,2.0,Friendly,France,D
1914-03-14,Northern Ireland,Scotland,1.0,1.0,British Home Championship,Northern Ireland,D
1914-03-15,Belgium,Netherlands,2.0,4.0,Friendly,Belgium,A
1914-03-16,Wales,England,0.0,2.0,British Home Championship,Wales,A
1914-03-29,Italy,France,2.0,0.0,Friendly,Italy,H
1914-04-05,Italy,Switzerland,1.0,1.0,Friendly,Italy,D
1914-04-05,Netherlands,Germany,4.0,4.0,Friendly,Netherlands,D
1914-04-14,Scotland,England,3.0,1.0,British Home Championship,Scotland,H
1914-04-26,Netherlands,Belgium,4.0,2.0,Friendly,Netherlands,H
1914-05-03,Austria,Hungary,2.0,0.0,Friendly,Austria,H
1914-05-17,Denmark,Netherlands,4.0,3.0,Friendly,Denmark,H
1914-05-17,Switzerland,Italy,0.0,1.0,Friendly,Switzerland,A
1914-05-24,Sweden,Finland,4.0,3.0,Friendly,Sweden,H
1914-05-31,Hungary,France,5.0,1.0,Friendly,Hungary,H
1914-06-21,Sweden,Hungary,1.0,1.0,Friendly,Sweden,D
1914-06-28,Norway,Sweden,0.0,1.0,Friendly,Norway,A
1914-07-05,Sweden,Russia,2.0,2.0,Friendly,Sweden,D
1914-07-12,Norway,Russia,1.0,1.0,Friendly,Norway,D
1914-08-30,Uruguay,Argentina,3.0,2.0,Copa Premio Honor Uruguayo,Uruguay,H
1914-09-13,Argentina,Uruguay,2.0,1.0,Copa Premio Honor Argentino,Argentina,H
1914-09-20,Argentina,Brazil,3.0,0.0,Friendly,Argentina,H
1914-09-27,Argentina,Brazil,0.0,1.0,Copa Roca,Argentina,A
1914-10-04,Hungary,Austria,2.0,2.0,Friendly,Hungary,D
1914-10-25,Sweden,Norway,7.0,0.0,Friendly,Sweden,H
1914-11-08,Austria,Hungary,1.0,2.0,Friendly,Austria,A
1915-01-31,Italy,Switzerland,3.0,1.0,Friendly,Italy,H
1915-05-02,Hungary,Austria,2.0,5.0,Friendly,Hungary,A
1915-05-30,Austria,Hungary,1.0,2.0,Friendly,Austria,A
1915-06-06,Denmark,Sweden,2.0,0.0,Friendly,Denmark,H
1915-06-27,Norway,Sweden,1.0,1.0,Friendly,Norway,D
1915-07-18,Uruguay,Argentina,2.0,3.0,Copa Premio Honor Uruguayo,Uruguay,A
1915-08-15,Argentina,Uruguay,2.0,1.0,Copa Lipton,Argentina,H
1915-09-12,Uruguay,Argentina,2.0,0.0,Copa Newton,Uruguay,H
1915-09-19,Denmark,Norway,8.0,1.0,Friendly,Denmark,H
1915-10-03,Austria,Hungary,4.0,2.0,Friendly,Austria,H
1915-10-24,Sweden,Norway,5.0,2.0,Friendly,Sweden,H
1915-10-31,Sweden,Denmark,0.0,2.0,Friendly,Sweden,A
1915-11-07,Hungary,Austria,6.0,2.0,Friendly,Hungary,H
1916-05-07,Austria,Hungary,3.0,1.0,Friendly,Austria,H
1916-06-04,Denmark,Sweden,2.0,0.0,Friendly,Denmark,H
1916-06-04,Hungary,Austria,2.0,1.0,Friendly,Hungary,H
1916-06-25,Norway,Denmark,0.0,2.0,Friendly,Norway,A
1916-07-02,Chile,Uruguay,0.0,4.0,Copa América,Argentina,A
1916-07-02,Sweden,Norway,6.0,0.0,Friendly,Sweden,H
1916-07-06,Argentina,Chile,6.0,1.0,Copa América,Argentina,H
1916-07-08,Brazil,Chile,1.0,1.0,Copa América,Argentina,D
1916-07-10,Argentina,Brazil,1.0,1.0,Copa América,Argentina,D
1916-07-12,Argentina,Chile,1.0,0.0,Friendly,Argentina,H
1916-07-12,Brazil,Uruguay,1.0,2.0,Copa América,Argentina,A
1916-07-14,Uruguay,Chile,4.0,1.0,Friendly,Uruguay,H
1916-07-17,Argentina,Uruguay,0.0,0.0,Copa América,Argentina,D
1916-07-18,Uruguay,Brazil,0.0,1.0,Friendly,Uruguay,A
1916-08-15,Argentina,Uruguay,3.0,1.0,Copa Newton,Argentina,H
1916-08-15,Uruguay,Argentina,1.0,2.0,Copa Lipton,Uruguay,A
1916-08-20,Sweden,USA,2.0,3.0,Friendly,Sweden,A
1916-09-03,Norway,USA,1.0,1.0,Friendly,Norway,D
1916-10-01,Argentina,Uruguay,7.0,2.0,Friendly,Argentina,H
1916-10-01,Hungary,Austria,2.0,3.0,Friendly,Hungary,A
1916-10-01,Norway,Sweden,0.0,0.0,Friendly,Norway,D
1916-10-01,Uruguay,Argentina,0.0,1.0,Copa Premio Honor Uruguayo,Uruguay,A
1916-10-08,Sweden,Denmark,4.0,0.0,Friendly,Sweden,H
1916-10-15,Denmark,Norway,8.0,0.0,Friendly,Denmark,H
1916-10-29,Uruguay,Argentina,3.0,1.0,Friendly,Uruguay,H
1916-11-05,Austria,Hungary,3.0,3.0,Friendly,Austria,D
1917-05-06,Austria,Hungary,1.0,1.0,Friendly,Austria,D
1917-05-07,Japan,Philippines,2.0,15.0,Friendly,Japan,A
1917-06-03,Denmark,Sweden,1.0,1.0,Friendly,Denmark,D
1917-06-03,Hungary,Austria,6.0,2.0,Friendly,Hungary,H
1917-06-17,Norway,Denmark,1.0,2.0,Friendly,Norway,A
1917-07-15,Austria,Hungary,1.0,4.0,Friendly,Austria,A
1917-07-18,Uruguay,Argentina,0.0,2.0,Copa Premio Honor Uruguayo,Uruguay,A
1917-08-15,Argentina,Uruguay,1.0,0.0,Copa Lipton,Argentina,H
1917-08-19,Sweden,Norway,3.0,3.0,Friendly,Sweden,D
1917-09-02,Uruguay,Argentina,1.0,0.0,Copa Newton,Uruguay,H
1917-09-16,Norway,Sweden,0.0,2.0,Friendly,Norway,A
1917-09-30,Uruguay,Chile,4.0,0.0,Copa América,Uruguay,H
1917-10-03,Argentina,Brazil,4.0,2.0,Copa América,Uruguay,H
1917-10-06,Argentina,Chile,1.0,0.0,Copa América,Uruguay,H
1917-10-07,Denmark,Norway,12.0,0.0,Friendly,Denmark,H
1917-10-07,Hungary,Austria,2.0,1.0,Friendly,Hungary,H
1917-10-07,Uruguay,Brazil,4.0,0.0,Copa América,Uruguay,H
1917-10-12,Brazil,Chile,5.0,0.0,Copa América,Uruguay,H
1917-10-14,Sweden,Denmark,1.0,2.0,Friendly,Sweden,A
1917-10-14,Uruguay,Argentina,1.0,0.0,Copa América,Uruguay,H
1917-10-16,Uruguay,Brazil,3.0,1.0,Friendly,Uruguay,H
1917-11-04,Austria,Hungary,1.0,2.0,Friendly,Austria,A
1917-12-23,Switzerland,Austria,0.0,1.0,Friendly,Switzerland,A
1917-12-26,Switzerland,Austria,3.0,2.0,Friendly,Switzerland,H
1918-04-14,Hungary,Austria,2.0,0.0,Friendly,Hungary,H
1918-05-09,Austria,Switzerland,5.0,1.0,Friendly,Austria,H
1918-05-12,Hungary,Switzerland,2.0,1.0,Friendly,Hungary,H
1918-05-26,Sweden,Norway,2.0,0.0,Friendly,Sweden,H
1918-06-02,Austria,Hungary,0.0,2.0,Friendly,Austria,A
1918-06-02,Denmark,Sweden,3.0,0.0,Friendly,Denmark,H
1918-06-16,Norway,Denmark,3.0,1.0,Friendly,Norway,H
1918-07-18,Uruguay,Argentina,1.0,1.0,Copa Premio Honor Uruguayo,Uruguay,D
1918-07-28,Uruguay,Argentina,3.0,1.0,Copa Premio Honor Uruguayo,Uruguay,H
1918-08-15,Argentina,Uruguay,0.0,0.0,Copa Premio Honor Argentino,Argentina,D
1918-08-25,Argentina,Uruguay,2.0,1.0,Copa Premio Honor Argentino,Argentina,H
1918-09-15,Norway,Sweden,2.0,1.0,Friendly,Norway,H
1918-09-20,Uruguay,Argentina,1.0,1.0,Copa Lipton,Uruguay,D
1918-09-29,Argentina,Uruguay,2.0,0.0,Copa Newton,Argentina,H
1918-10-06,Austria,Hungary,0.0,3.0,Friendly,Austria,A
1918-10-06,Denmark,Norway,4.0,0.0,Friendly,Denmark,H
1918-10-20,Sweden,Denmark,1.0,2.0,Friendly,Sweden,A
1919-03-09,Belgium,France,2.0,2.0,Friendly,Belgium,D
1919-04-06,Hungary,Austria,2.0,1.0,Friendly,Hungary,H
1919-05-11,Brazil,Chile,6.0,0.0,Copa América,Brazil,H
1919-05-11,Paraguay,Argentina,1.0,5.0,Friendly,Paraguay,A
1919-05-13,Argentina,Uruguay,2.0,3.0,Copa América,Brazil,A
1919-05-15,Paraguay,Argentina,0.0,3.0,Friendly,Paraguay,A
1919-05-17,Chile,Uruguay,0.0,2.0,Copa América,Brazil,A
1919-05-18,Brazil,Argentina,3.0,1.0,Copa América,Brazil,H
1919-05-21,Paraguay,Argentina,1.0,2.0,Friendly,Paraguay,A
1919-05-22,Argentina,Chile,4.0,1.0,Copa América,Brazil,H
1919-05-24,Paraguay,Argentina,1.0,2.0,Friendly,Paraguay,A
1919-05-26,Brazil,Uruguay,2.0,2.0,Copa América,Brazil,D
1919-05-29,Brazil,Uruguay,1.0,0.0,Copa América,Brazil,H
1919-05-29,Sweden,Finland,1.0,0.0,Friendly,Sweden,H
1919-06-01,Brazil,Argentina,3.0,3.0,Friendly,Brazil,D
1919-06-05,Denmark,Sweden,3.0,0.0,Friendly,Denmark,H
1919-06-09,Netherlands,Sweden,3.0,1.0,Friendly,Netherlands,H
1919-06-12,Denmark,Norway,5.0,1.0,Friendly,Denmark,H
1919-06-29,Norway,Sweden,4.0,3.0,Friendly,Norway,H
1919-07-18,Uruguay,Argentina,4.0,1.0,Copa Premio Honor Uruguayo,Uruguay,H
1919-08-24,Sweden,Netherlands,4.0,1.0,Friendly,Sweden,H
1919-08-24,Uruguay,Argentina,2.0,1.0,Copa Newton,Uruguay,H
1919-08-31,Norway,Netherlands,1.0,1.0,Friendly,Norway,D
1919-09-07,Argentina,Uruguay,1.0,2.0,Copa Lipton,Argentina,A
1919-09-14,Sweden,Norway,1.0,5.0,Friendly,Sweden,A
1919-09-21,Norway,Denmark,3.0,2.0,Friendly,Norway,H
1919-09-28,Finland,Sweden,3.0,3.0,Friendly,Finland,D
1919-10-05,Austria,Hungary,2.0,0.0,Friendly,Austria,H
1919-10-12,Sweden,Denmark,3.0,0.0,Friendly,Sweden,H
1919-10-19,Argentina,Uruguay,6.0,1.0,Copa Premio Honor Argentino,Argentina,H
1919-10-25,Northern Ireland,England,1.0,1.0,British Home Championship,Northern Ireland,D
1919-11-09,Hungary,Austria,3.0,2.0,Friendly,Hungary,H
1919-12-07,Uruguay,Argentina,4.0,2.0,Friendly,Uruguay,H
1920-01-18,Italy,France,9.0,4.0,Friendly,Italy,H
1920-02-14,Northern Ireland,Wales,2.0,2.0,British Home Championship,Northern Ireland,D
1920-02-26,Wales,Scotland,1.0,1.0,British Home Championship,Wales,D
1920-02-29,Switzerland,France,0.0,2.0,Friendly,Switzerland,A
1920-03-13,Scotland,Northern Ireland,3.0,0.0,British Home Championship,Scotland,H
1920-03-15,England,Wales,1.0,2.0,British Home Championship,England,A
1920-03-28,France,Belgium,2.0,1.0,Friendly,France,H
1920-03-28,Switzerland,Italy,3.0,0.0,Friendly,Switzerland,H
1920-04-05,Netherlands,Denmark,2.0,0.0,Friendly,Netherlands,H
1920-04-10,England,Scotland,5.0,4.0,British Home Championship,England,H
1920-05-02,Austria,Hungary,2.0,2.0,Friendly,Austria,D
1920-05-13,Italy,Netherlands,1.0,1.0,Friendly,Italy,D
1920-05-16,Switzerland,Netherlands,2.0,1.0,Friendly,Switzerland,H
1920-05-30,Sweden,Finland,4.0,0.0,Friendly,Sweden,H
1920-06-06,Sweden,Switzerland,0.0,1.0,Friendly,Sweden,A
1920-06-13,Norway,Denmark,1.0,1.0,Friendly,Norway,D
1920-06-27,Norway,Sweden,0.0,3.0,Friendly,Norway,A
1920-06-27,Switzerland,Germany,4.0,1.0,Friendly,Switzerland,H
1920-07-18,Uruguay,Argentina,2.0,0.0,Copa Premio Honor Uruguayo,Uruguay,H
1920-07-25,Argentina,Uruguay,1.0,3.0,Copa Newton,Argentina,A
1920-08-08,Argentina,Uruguay,1.0,0.0,Copa Premio Honor Argentino,Argentina,H
1920-09-11,Chile,Brazil,0.0,1.0,Copa América,Chile,A
1920-09-12,Uruguay,Argentina,1.0,1.0,Copa América,Chile,D
1920-09-18,Brazil,Uruguay,0.0,6.0,Copa América,Chile,A
1920-09-19,Finland,Sweden,1.0,0.0,Friendly,Finland,H
1920-09-20,Chile,Argentina,1.0,1.0,Copa América,Chile,D
1920-09-25,Argentina,Brazil,2.0,0.0,Copa América,Chile,H
1920-09-26,Austria,Germany,3.0,2.0,Friendly,Austria,H
1920-09-26,Sweden,Norway,0.0,0.0,Friendly,Sweden,D
1920-10-03,Chile,Uruguay,1.0,2.0,Copa América,Chile,A
1920-10-10,Sweden,Denmark,0.0,2.0,Friendly,Sweden,A
1920-10-17,Finland,Estonia,6.0,0.0,Friendly,Finland,H
1920-10-23,England,Northern Ireland,2.0,0.0,British Home Championship,England,H
1920-10-24,Germany,Hungary,1.0,0.0,Friendly,Germany,H
1920-11-07,Hungary,Austria,1.0,2.0,Friendly,Hungary,A
1921-02-12,Scotland,Wales,2.0,1.0,British Home Championship,Scotland,H
1921-02-20,France,Italy,1.0,2.0,Friendly,France,A
1921-02-26,Northern Ireland,Scotland,0.0,2.0,British Home Championship,Northern Ireland,A
1921-03-06,Belgium,France,3.0,1.0,Friendly,Belgium,H
1921-03-06,Italy,Switzerland,2.0,1.0,Friendly,Italy,H
1921-03-14,Wales,England,0.0,0.0,British Home Championship,Wales,D
1921-03-26,Austria,Sweden,2.0,2.0,Friendly,Austria,D
1921-04-07,Paraguay,Argentina,3.0,1.0,Friendly,Paraguay,H
1921-04-09,Scotland,England,3.0,0.0,British Home Championship,Scotland,H
1921-04-09,Wales,Northern Ireland,2.0,1.0,British Home Championship,Wales,H
1921-04-14,Paraguay,Argentina,2.0,2.0,Friendly,Paraguay,D
1921-04-24,Austria,Hungary,4.0,1.0,Friendly,Austria,H
1921-05-01,Switzerland,Austria,2.0,2.0,Friendly,Switzerland,D
1921-05-05,Belgium,Italy,2.0,3.0,Friendly,Belgium,A
1921-05-05,Germany,Austria,3.0,3.0,Friendly,Germany,D
1921-05-08,Netherlands,Italy,2.0,2.0,Friendly,Netherlands,D
1921-05-15,Belgium,Netherlands,1.0,1.0,Friendly,Belgium,D
1921-05-21,Belgium,England,0.0,2.0,Friendly,Belgium,A
1921-05-25,Norway,Finland,3.0,2.0,Friendly,Norway,H
1921-05-29,Sweden,Finland,0.0,3.0,Friendly,Sweden,A
1921-05-30,Japan,Philippines,0.0,3.0,Friendly,China PR,A
1921-06-05,Hungary,Germany,3.0,0.0,Friendly,Hungary,H
1921-06-12,Denmark,Netherlands,1.0,1.0,Friendly,Denmark,D
1921-06-19,Norway,Sweden,3.0,1.0,Friendly,Norway,H
1921-07-09,Canada,Scotland,0.0,1.0,Friendly,Canada,A
1921-07-22,Estonia,Sweden,0.0,0.0,Friendly,Estonia,D
1921-07-24,Sweden,Austria,1.0,3.0,Friendly,Sweden,A
1921-07-31,Finland,Austria,2.0,3.0,Friendly,Finland,A
1921-08-28,Estonia,Finland,0.0,3.0,Friendly,Estonia,A
1921-09-14,Costa Rica,El Salvador,7.0,0.0,Friendly,Guatemala,H
1921-09-18,Finland,Germany,3.0,3.0,Friendly,Finland,D
1921-09-18,Guatemala,Costa Rica,0.0,6.0,Friendly,Guatemala,A
1921-09-18,Sweden,Norway,0.0,3.0,Friendly,Sweden,A
1921-10-02,Argentina,Brazil,1.0,0.0,Copa América,Argentina,H
1921-10-02,Denmark,Norway,3.0,1.0,Friendly,Denmark,H
1921-10-09,Paraguay,Uruguay,2.0,1.0,Copa América,Argentina,H
1921-10-09,Sweden,Denmark,0.0,0.0,Friendly,Sweden,D
1921-10-12,Brazil,Paraguay,3.0,0.0,Copa América,Argentina,H
1921-10-16,Argentina,Paraguay,3.0,0.0,Copa América,Argentina,H
1921-10-22,Northern Ireland,England,1.0,1.0,British Home Championship,Northern Ireland,D
1921-10-23,Brazil,Uruguay,1.0,2.0,Copa América,Argentina,A
1921-10-28,Czechia,Serbia,6.0,1.0,Friendly,Czechia,H
1921-10-30,Argentina,Uruguay,1.0,0.0,Copa América,Argentina,H
1921-11-02,Uruguay,Paraguay,4.0,2.0,Friendly,Uruguay,H
1921-11-06,Hungary,Sweden,4.0,2.0,Friendly,Hungary,H
1921-11-06,Switzerland,Italy,1.0,1.0,Friendly,Switzerland,D
1921-11-13,Czechia,Sweden,2.0,2.0,Friendly,Czechia,D
1921-11-13,France,Netherlands,0.0,5.0,Friendly,France,A
1921-12-18,Hungary,Poland,1.0,0.0,Friendly,Hungary,H
1921-12-18,Spain,Portugal,3.0,1.0,Friendly,Spain,H
1922-01-15,France,Belgium,2.0,1.0,Friendly,France,H
1922-01-15,Italy,Austria,3.0,3.0,Friendly,Italy,D
1922-02-04,Wales,Scotland,2.0,1.0,British Home Championship,Wales,H
1922-02-26,Italy,Czechia,1.0,1.0,Friendly,Italy,D
1922-03-04,Scotland,Northern Ireland,2.0,1.0,British Home Championship,Scotland,H
1922-03-13,England,Wales,1.0,0.0,British Home Championship,England,H
1922-03-26,Belgium,Netherlands,4.0,0.0,Friendly,Belgium,H
1922-03-26,Germany,Switzerland,2.0,2.0,Friendly,Germany,D
1922-04-08,England,Scotland,0.0,1.0,British Home Championship,England,A
1922-04-15,Belgium,Denmark,0.0,0.0,Friendly,Belgium,D
1922-04-17,Netherlands,Denmark,2.0,0.0,Friendly,Netherlands,H
1922-04-23,Austria,Germany,0.0,2.0,Friendly,Austria,A
1922-04-30,France,Spain,0.0,4.0,Friendly,France,A
1922-04-30,Hungary,Austria,1.0,1.0,Friendly,Hungary,D
1922-05-07,Netherlands,Belgium,1.0,2.0,Friendly,Netherlands,A
1922-05-14,Poland,Hungary,0.0,3.0,Friendly,Poland,A
1922-05-21,Italy,Belgium,4.0,2.0,Friendly,Italy,H
1922-05-25,Norway,Northern Ireland,2.0,1.0,Friendly,Norway,H
1922-05-28,Sweden,Poland,1.0,2.0,Friendly,Sweden,A
1922-06-05,Finland,Sweden,1.0,4.0,Friendly,Finland,A
1922-06-08,Serbia,Romania,1.0,2.0,Friendly,Serbia,A
1922-06-11,Austria,Switzerland,7.0,1.0,Friendly,Austria,H
1922-06-11,Denmark,Czechia,0.0,3.0,Friendly,Denmark,A
1922-06-11,Norway,France,7.0,0.0,Friendly,Norway,H
1922-06-15,Hungary,Switzerland,1.0,1.0,Friendly,Hungary,D
1922-06-17,Aotearoa New Zealand,Australia,3.0,1.0,Friendly,Aotearoa New Zealand,H
1922-06-24,Aotearoa New Zealand,Australia,1.0,1.0,Friendly,Aotearoa New Zealand,D
1922-06-28,Serbia,Czechia,4.0,3.0,Friendly,Serbia,H
1922-07-02,Germany,Hungary,0.0,0.0,Friendly,Germany,D
1922-07-08,Aotearoa New Zealand,Australia,3.0,1.0,Friendly,Aotearoa New Zealand,H
1922-07-09,Sweden,Hungary,1.0,1.0,Friendly,Sweden,D
1922-07-13,Finland,Hungary,1.0,5.0,Friendly,Finland,A
1922-08-11,Finland,Estonia,10.0,2.0,Friendly,Finland,H
1922-08-13,Sweden,Czechia,0.0,2.0,Friendly,Sweden,A
1922-08-23,Sweden,Norway,0.0,0.0,Friendly,Sweden,D
1922-08-26,Finland,Norway,1.0,3.0,Friendly,Finland,A
1922-09-03,Romania,Poland,1.0,1.0,Friendly,Romania,D
1922-09-10,Norway,Denmark,3.0,3.0,Friendly,Norway,D
1922-09-17,Brazil,Chile,1.0,1.0,Copa América,Brazil,D
1922-09-23,Chile,Uruguay,0.0,2.0,Copa América,Brazil,A
1922-09-24,Austria,Hungary,2.0,2.0,Friendly,Austria,D
1922-09-24,Brazil,Paraguay,1.0,1.0,Copa América,Brazil,D
1922-09-24,Latvia,Estonia,1.0,1.0,Friendly,Latvia,D
1922-09-24,Norway,Sweden,0.0,5.0,Friendly,Norway,A
1922-09-28,Argentina,Chile,4.0,0.0,Copa América,Brazil,H
1922-10-01,Brazil,Uruguay,0.0,0.0,Copa América,Brazil,D
1922-10-01,Denmark,Sweden,1.0,2.0,Friendly,Denmark,A
1922-10-01,Serbia,Poland,1.0,3.0,Friendly,Serbia,A
1922-10-05,Chile,Paraguay,0.0,3.0,Copa América,Brazil,A
1922-10-08,Argentina,Uruguay,0.0,1.0,Copa América,Brazil,A
1922-10-12,Paraguay,Uruguay,1.0,0.0,Copa América,Brazil,H
1922-10-15,Brazil,Argentina,2.0,0.0,Copa América,Brazil,H
1922-10-18,Argentina,Paraguay,2.0,0.0,Copa América,Brazil,H
1922-10-21,England,Northern Ireland,2.0,0.0,British Home Championship,England,H
1922-10-22,Argentina,Chile,1.0,0.0,Friendly,Argentina,H
1922-10-22,Brazil,Paraguay,3.0,0.0,Copa América,Brazil,H
1922-10-22,Brazil,Argentina,2.0,1.0,Copa Roca,Brazil,H
1922-10-29,Brazil,Paraguay,3.0,1.0,Friendly,Brazil,H
1922-11-12,Uruguay,Argentina,1.0,0.0,Copa Lipton,Uruguay,H
1922-11-19,Switzerland,Netherlands,5.0,0.0,Friendly,Switzerland,H
1922-11-26,Hungary,Austria,1.0,2.0,Friendly,Hungary,A
1922-12-03,Italy,Switzerland,2.0,2.0,Friendly,Italy,D
1922-12-10,Uruguay,Argentina,1.0,0.0,Copa Premio Honor Uruguayo,Uruguay,H
1922-12-17,Argentina,Uruguay,2.0,2.0,Copa Newton,Argentina,D
1922-12-17,Portugal,Spain,1.0,2.0,Friendly,Portugal,A
1923-01-01,Guatemala,Mexico,2.0,3.0,Friendly,Guatemala,A
1923-01-01,Italy,Germany,3.0,1.0,Friendly,Italy,H
1923-01-04,Guatemala,Mexico,3.0,1.0,Friendly,Guatemala,H
1923-01-07,Guatemala,Mexico,1.0,4.0,Friendly,Guatemala,A
1923-01-21,Switzerland,Austria,2.0,0.0,Friendly,Switzerland,H
1923-01-28,Spain,France,3.0,0.0,Friendly,Spain,H
1923-02-04,Belgium,Spain,1.0,0.0,Friendly,Belgium,H
1923-02-25,Belgium,France,4.0,1.0,Friendly,Belgium,H
1923-03-03,Northern Ireland,Scotland,0.0,1.0,British Home Championship,Northern Ireland,A
1923-03-04,Italy,Hungary,0.0,0.0,Friendly,Italy,D
1923-03-05,Wales,England,2.0,2.0,British Home Championship,Wales,D
1923-03-11,Switzerland,Hungary,1.0,6.0,Friendly,Switzerland,A
1923-03-17,Scotland,Wales,2.0,0.0,British Home Championship,Scotland,H
1923-03-19,England,Belgium,6.0,1.0,Friendly,England,H
1923-04-02,Netherlands,France,8.0,1.0,Friendly,Netherlands,H
1923-04-14,Scotland,England,2.0,2.0,British Home Championship,Scotland,D
1923-04-14,Wales,Northern Ireland,0.0,3.0,British Home Championship,Wales,A
1923-04-15,Austria,Italy,0.0,0.0,Friendly,Austria,D
1923-04-22,France,Switzerland,2.0,2.0,Friendly,France,D
1923-04-29,Netherlands,Belgium,1.0,1.0,Friendly,Netherlands,D
1923-05-06,Austria,Hungary,1.0,0.0,Friendly,Austria,H
1923-05-06,Czechia,Denmark,2.0,0.0,Friendly,Czechia,H
1923-05-10,France,England,1.0,4.0,Friendly,France,A
1923-05-10,Germany,Netherlands,0.0,0.0,Friendly,Germany,D
1923-05-20,Argentina,Paraguay,0.0,2.0,Copa Chevallier Boutell,Argentina,A
1923-05-21,Sweden,England,2.0,4.0,Friendly,Sweden,A
1923-05-22,China PR,Philippines,3.0,0.0,Friendly,Japan,H
1923-05-24,Japan,China PR,1.0,5.0,Friendly,Japan,A
1923-05-24,Sweden,England,1.0,3.0,Friendly,Sweden,A
1923-05-25,Argentina,Paraguay,1.0,0.0,Copa Chevallier Boutell,Argentina,H
1923-05-27,Czechia,Italy,5.0,1.0,Friendly,Czechia,H
1923-06-03,Poland,Serbia,1.0,2.0,Friendly,Poland,A
1923-06-03,Switzerland,Germany,1.0,2.0,Friendly,Switzerland,A
1923-06-09,Australia,Aotearoa New Zealand,2.0,1.0,Friendly,Australia,H
1923-06-10,Romania,Serbia,1.0,2.0,Friendly,Romania,A
1923-06-10,Sweden,Austria,4.0,2.0,Friendly,Sweden,H
1923-06-16,Australia,Aotearoa New Zealand,2.0,3.0,Friendly,Australia,A
1923-06-17,Denmark,Switzerland,3.0,2.0,Friendly,Denmark,H
1923-06-17,Norway,Finland,3.0,0.0,Friendly,Norway,H
1923-06-20,Sweden,Finland,5.0,4.0,Friendly,Sweden,H
1923-06-21,Norway,Switzerland,2.0,2.0,Friendly,Norway,D
1923-06-24,Argentina,Uruguay,0.0,0.0,Copa Lipton,Argentina,D
1923-06-24,Lithuania,Estonia,0.0,5.0,Friendly,Lithuania,A
