rank,country_full,country_abrv,total_points,confederation,rank_date,wc_year
1,Germany,GER,60.0,UEFA,1994-06-14,1994
2,Netherlands,NED,59.0,UEFA,1994-06-14,1994
3,Brazil,BRA,59.0,CONMEBOL,1994-06-14,1994
4,Italy,ITA,57.0,UEFA,1994-06-14,1994
5,Spain,ESP,56.0,UEFA,1994-06-14,1994
6,Norway,NOR,56.0,UEFA,1994-06-14,1994
7,Romania,ROU,55.0,UEFA,1994-06-14,1994
8,Argentina,ARG,55.0,CONMEBOL,1994-06-14,1994
9,Denmark,DEN,55.0,UEFA,1994-06-14,1994
10,Sweden,SWE,55.0,UEFA,1994-06-14,1994
11,Nigeria,NGA,54.0,CAF,1994-06-14,1994
12,Switzerland,SUI,54.0,UEFA,1994-06-14,1994
13,France,FRA,53.0,UEFA,1994-06-14,1994
14,Republic of Ireland,IRL,53.0,UEFA,1994-06-14,1994
15,England,ENG,52.0,UEFA,1994-06-14,1994
16,Mexico,MEX,51.0,CONCACAF,1994-06-14,1994
17,Colombia,COL,51.0,CONMEBOL,1994-06-14,1994
18,Uruguay,URU,50.0,CONMEBOL,1994-06-14,1994
19,Russia,RUS,50.0,UEFA,1994-06-14,1994
20,Zambia,ZAM,49.0,CAF,1994-06-14,1994
21,Cote d'Ivoire,CIV,47.0,CAF,1994-06-14,1994
22,Portugal,POR,47.0,UEFA,1994-06-14,1994
23,USA,USA,47.0,CONCACAF,1994-06-14,1994
24,Cameroon,CMR,46.0,CAF,1994-06-14,1994
25,Egypt,EGY,45.0,CAF,1994-06-14,1994
26,Ghana,GHA,44.0,CAF,1994-06-14,1994
27,Belgium,BEL,44.0,UEFA,1994-06-14,1994
28,Morocco,MAR,44.0,CAF,1994-06-14,1994
29,Bulgaria,BUL,44.0,UEFA,1994-06-14,1994
30,Tunisia,TUN,42.0,CAF,1994-06-14,1994
31,Greece,GRE,41.0,UEFA,1994-06-14,1994
32,Poland,POL,41.0,UEFA,1994-06-14,1994
33,Scotland,SCO,40.0,UEFA,1994-06-14,1994
34,Saudi Arabia,KSA,40.0,AFC,1994-06-14,1994
35,Wales,WAL,39.0,UEFA,1994-06-14,1994
36,Austria,AUT,38.0,UEFA,1994-06-14,1994
37,Korea Republic,KOR,38.0,AFC,1994-06-14,1994
38,Iceland,ISL,38.0,UEFA,1994-06-14,1994
39,Ecuador,ECU,37.0,CONMEBOL,1994-06-14,1994
40,Chile,CHI,37.0,CONMEBOL,1994-06-14,1994
41,Northern Ireland,NIR,37.0,UEFA,1994-06-14,1994
42,Zimbabwe,ZIM,35.0,CAF,1994-06-14,1994
43,Bolivia,BOL,35.0,CONMEBOL,1994-06-14,1994
44,Slovakia,SVK,35.0,UEFA,1994-06-14,1994
45,Czech Republic,CZE,35.0,UEFA,1994-06-14,1994
46,Finland,FIN,35.0,UEFA,1994-06-14,1994
47,Australia,AUS,34.0,AFC,1994-06-14,1994
48,Algeria,ALG,34.0,CAF,1994-06-14,1994
49,Mali,MLI,34.0,CAF,1994-06-14,1994
50,Honduras,HON,34.0,CONCACAF,1994-06-14,1994
51,Costa Rica,CRC,34.0,CONCACAF,1994-06-14,1994
52,Japan,JPN,33.0,AFC,1994-06-14,1994
53,Israel,ISR,32.0,UEFA,1994-06-14,1994
54,Canada,CAN,31.0,CONCACAF,1994-06-14,1994
55,Senegal,SEN,31.0,CAF,1994-06-14,1994
56,Hungary,HUN,31.0,UEFA,1994-06-14,1994
57,Turkiye,TUR,31.0,UEFA,1994-06-14,1994
58,IR Iran,IRN,30.0,AFC,1994-06-14,1994
59,China PR,CHN,29.0,AFC,1994-06-14,1994
60,Paraguay,PAR,28.0,CONMEBOL,1994-06-14,1994
61,Guinea,GUI,26.0,CAF,1994-06-14,1994
62,United Arab Emirates,UAE,26.0,AFC,1994-06-14,1994
63,Zaire,ZAI,26.0,CAF,1994-06-14,1994
64,Gabon,GAB,26.0,CAF,1994-06-14,1994
65,Iraq,IRQ,26.0,AFC,1994-06-14,1994
66,Sierra Leone,SLE,24.0,CAF,1994-06-14,1994
67,Peru,PER,24.0,CONMEBOL,1994-06-14,1994
68,El Salvador,SLV,23.0,CONCACAF,1994-06-14,1994
69,Qatar,QAT,23.0,AFC,1994-06-14,1994
70,Jamaica,JAM,23.0,CONCACAF,1994-06-14,1994
71,Korea DPR,PRK,23.0,AFC,1994-06-14,1994
72,Malta,MLT,22.0,UEFA,1994-06-14,1994
73,Cyprus,CYP,22.0,UEFA,1994-06-14,1994
74,Kuwait,KUW,22.0,AFC,1994-06-14,1994
75,Thailand,THA,22.0,AFC,1994-06-14,1994
76,South Africa,RSA,21.0,CAF,1994-06-14,1994
77,Oman,OMA,21.0,AFC,1994-06-14,1994
78,Yugoslavia,YUG,21.0,UEFA,1994-06-14,1994
79,Slovenia,SVN,21.0,UEFA,1994-06-14,1994
80,Malawi,MWI,21.0,CAF,1994-06-14,1994
81,Niger,NIG,21.0,CAF,1994-06-14,1994
82,Kenya,KEN,20.0,CAF,1994-06-14,1994
83,Ukraine,UKR,20.0,UEFA,1994-06-14,1994
84,Trinidad and Tobago,TRI,20.0,CONCACAF,1994-06-14,1994
85,Latvia,LVA,19.0,UEFA,1994-06-14,1994
86,Syria,SYR,19.0,AFC,1994-06-14,1994
87,Singapore,SGP,19.0,AFC,1994-06-14,1994
88,Lithuania,LTU,19.0,UEFA,1994-06-14,1994
89,Bermuda,BER,17.0,CONCACAF,1994-06-14,1994
90,New Zealand,NZL,17.0,OFC,1994-06-14,1994
91,Croatia,CRO,17.0,UEFA,1994-06-14,1994
92,Bahrain,BHR,15.0,AFC,1994-06-14,1994
93,Suriname,SUR,15.0,CONCACAF,1994-06-14,1994
94,Venezuela,VEN,15.0,CONMEBOL,1994-06-14,1994
95,Malaysia,MAS,15.0,AFC,1994-06-14,1994
96,Jordan,JOR,15.0,AFC,1994-06-14,1994
97,Fiji,FIJ,14.0,OFC,1994-06-14,1994
98,Barbados,BRB,14.0,CONCACAF,1994-06-14,1994
99,Tanzania,TAN,14.0,CAF,1994-06-14,1994
100,Eswatini,SWZ,13.0,CAF,1994-06-14,1994
101,Uganda,UGA,13.0,CAF,1994-06-14,1994
102,Burkina Faso,BFA,13.0,CAF,1994-06-14,1994
103,Yemen,YEM,13.0,AFC,1994-06-14,1994
104,Albania,ALB,13.0,UEFA,1994-06-14,1994
105,India,IND,13.0,AFC,1994-06-14,1994
106,Madagascar,MAD,13.0,CAF,1994-06-14,1994
107,Puerto Rico,PUR,12.0,CONCACAF,1994-06-14,1994
108,Mozambique,MOZ,12.0,CAF,1994-06-14,1994
109,Hong Kong,HKG,12.0,AFC,1994-06-14,1994
110,Gambia,GAM,12.0,CAF,1994-06-14,1994
111,Burundi,BDI,12.0,CAF,1994-06-14,1994
112,Estonia,EST,12.0,UEFA,1994-06-14,1994
113,Congo,CGO,11.0,CAF,1994-06-14,1994
114,Ethiopia,ETH,11.0,CAF,1994-06-14,1994
115,Myanmar,MYA,10.0,AFC,1994-06-14,1994
116,Guinea-Bissau,GNB,10.0,CAF,1994-06-14,1994
117,Luxembourg,LUX,10.0,UEFA,1994-06-14,1994
118,North Macedonia,MKD,10.0,UEFA,1994-06-14,1994
119,Lebanon,LBN,10.0,AFC,1994-06-14,1994
120,Indonesia,IDN,9.0,AFC,1994-06-14,1994
121,Antigua and Barbuda,ATG,9.0,CONCACAF,1994-06-14,1994
122,Haiti,HAI,9.0,CONCACAF,1994-06-14,1994
123,Togo,TOG,9.0,CAF,1994-06-14,1994
124,Angola,ANG,9.0,CAF,1994-06-14,1994
125,Faroe Islands,FRO,8.0,UEFA,1994-06-14,1994
126,Georgia,GEO,8.0,UEFA,1994-06-14,1994
127,Sri Lanka,SRI,8.0,AFC,1994-06-14,1994
128,Nepal,NEP,8.0,AFC,1994-06-14,1994
129,Sudan,SDN,8.0,CAF,1994-06-14,1994
130,Bangladesh,BAN,8.0,AFC,1994-06-14,1994
131,Panama,PAN,7.0,CONCACAF,1994-06-14,1994
132,San Marino,SMR,7.0,UEFA,1994-06-14,1994
133,Grenada,GRN,7.0,CONCACAF,1994-06-14,1994
134,Guatemala,GUA,7.0,CONCACAF,1994-06-14,1994
135,St. Vincent and the Grenadines,VIN,7.0,CONCACAF,1994-06-14,1994
136,Liberia,LBR,6.0,CAF,1994-06-14,1994
138,Benin,BEN,6.0,CAF,1994-06-14,1994
139,Mauritius,MRI,5.0,CAF,1994-06-14,1994
140,Tahiti,TAH,5.0,OFC,1994-06-14,1994
141,Cayman Islands,CAY,4.0,CONCACAF,1994-06-14,1994
142,Belarus,BLR,4.0,UEFA,1994-06-14,1994
143,Vietnam,VIE,4.0,AFC,1994-06-14,1994
144,Lesotho,LES,4.0,CAF,1994-06-14,1994
145,Guyana,GUY,4.0,CONCACAF,1994-06-14,1994
146,St. Lucia,LCA,4.0,CONCACAF,1994-06-14,1994
147,Pakistan,PAK,4.0,AFC,1994-06-14,1994
148,Botswana,BOT,3.0,CAF,1994-06-14,1994
149,Moldova,MDA,3.0,UEFA,1994-06-14,1994
150,Mauritania,MTN,3.0,CAF,1994-06-14,1994
151,Liechtenstein,LIE,2.0,UEFA,1994-06-14,1994
152,Maldives,MDV,2.0,AFC,1994-06-14,1994
153,Cape Verde,CPV,2.0,CAF,1994-06-14,1994
154,Laos,LAO,2.0,AFC,1994-06-14,1994
155,Solomon Islands,SOL,2.0,OFC,1994-06-14,1994
156,Dominican Republic,DOM,1.0,CONCACAF,1994-06-14,1994
157,Libya,LBY,1.0,CAF,1994-06-14,1994
158,Brunei Darussalam,BRU,1.0,AFC,1994-06-14,1994
159,Armenia,ARM,1.0,UEFA,1994-06-14,1994
160,Nicaragua,NCA,1.0,CONCACAF,1994-06-14,1994
1,Brazil,BRA,72.0,CONMEBOL,1998-05-20,1998
2,Germany,GER,65.0,UEFA,1998-05-20,1998
3,Czech Republic,CZE,65.0,UEFA,1998-05-20,1998
4,Mexico,MEX,61.0,CONCACAF,1998-05-20,1998
5,England,ENG,60.0,UEFA,1998-05-20,1998
6,Argentina,ARG,60.0,CONMEBOL,1998-05-20,1998
7,Norway,NOR,60.0,UEFA,1998-05-20,1998
8,Yugoslavia,YUG,59.0,UEFA,1998-05-20,1998
9,Chile,CHI,59.0,CONMEBOL,1998-05-20,1998
10,Colombia,COL,58.0,CONMEBOL,1998-05-20,1998
11,USA,USA,58.0,CONCACAF,1998-05-20,1998
12,Japan,JPN,58.0,AFC,1998-05-20,1998
13,Morocco,MAR,57.0,CAF,1998-05-20,1998
14,Italy,ITA,57.0,UEFA,1998-05-20,1998
15,Spain,ESP,56.0,UEFA,1998-05-20,1998
16,Russia,RUS,56.0,UEFA,1998-05-20,1998
17,Egypt,EGY,56.0,CAF,1998-05-20,1998
18,France,FRA,56.0,UEFA,1998-05-20,1998
19,Croatia,CRO,56.0,UEFA,1998-05-20,1998
20,Korea Republic,KOR,55.0,AFC,1998-05-20,1998
21,Tunisia,TUN,55.0,CAF,1998-05-20,1998
22,Romania,ROU,55.0,UEFA,1998-05-20,1998
23,Zambia,ZAM,55.0,CAF,1998-05-20,1998
24,South Africa,RSA,55.0,CAF,1998-05-20,1998
25,Netherlands,NED,54.0,UEFA,1998-05-20,1998
26,Ecuador,ECU,53.0,CONMEBOL,1998-05-20,1998
27,Denmark,DEN,53.0,UEFA,1998-05-20,1998
28,Sweden,SWE,53.0,UEFA,1998-05-20,1998
29,Paraguay,PAR,52.0,CONMEBOL,1998-05-20,1998
30,Jamaica,JAM,52.0,CONCACAF,1998-05-20,1998
31,Austria,AUT,52.0,UEFA,1998-05-20,1998
32,Australia,AUS,52.0,AFC,1998-05-20,1998
33,Bolivia,BOL,51.0,CONMEBOL,1998-05-20,1998
34,Saudi Arabia,KSA,51.0,AFC,1998-05-20,1998
35,Bulgaria,BUL,50.0,UEFA,1998-05-20,1998
36,Belgium,BEL,50.0,UEFA,1998-05-20,1998
37,Peru,PER,50.0,CONMEBOL,1998-05-20,1998
38,Uruguay,URU,50.0,CONMEBOL,1998-05-20,1998
39,Portugal,POR,49.0,UEFA,1998-05-20,1998
40,Slovakia,SVK,49.0,UEFA,1998-05-20,1998
41,Scotland,SCO,48.0,UEFA,1998-05-20,1998
42,IR Iran,IRN,48.0,AFC,1998-05-20,1998
43,Kuwait,KUW,47.0,AFC,1998-05-20,1998
44,Cote d'Ivoire,CIV,47.0,CAF,1998-05-20,1998
45,Lithuania,LTU,47.0,UEFA,1998-05-20,1998
46,Republic of Ireland,IRL,46.0,UEFA,1998-05-20,1998
47,Israel,ISR,46.0,UEFA,1998-05-20,1998
48,Trinidad and Tobago,TRI,45.0,CONCACAF,1998-05-20,1998
49,Cameroon,CMR,45.0,CAF,1998-05-20,1998
50,Thailand,THA,45.0,AFC,1998-05-20,1998
51,China PR,CHN,45.0,AFC,1998-05-20,1998
52,Georgia,GEO,45.0,UEFA,1998-05-20,1998
53,Turkiye,TUR,45.0,UEFA,1998-05-20,1998
54,Poland,POL,44.0,UEFA,1998-05-20,1998
55,Greece,GRE,44.0,UEFA,1998-05-20,1998
56,Angola,ANG,44.0,CAF,1998-05-20,1998
57,Algeria,ALG,43.0,CAF,1998-05-20,1998
58,Costa Rica,CRC,43.0,CONCACAF,1998-05-20,1998
59,United Arab Emirates,UAE,43.0,AFC,1998-05-20,1998
60,Guinea,GUI,43.0,CAF,1998-05-20,1998
61,Finland,FIN,42.0,UEFA,1998-05-20,1998
62,Hungary,HUN,42.0,UEFA,1998-05-20,1998
63,Zaire,ZAI,41.0,CAF,1998-05-20,1998
64,Ukraine,UKR,40.0,UEFA,1998-05-20,1998
65,Ghana,GHA,40.0,CAF,1998-05-20,1998
66,Mali,MLI,40.0,CAF,1998-05-20,1998
67,Burkina Faso,BFA,39.0,CAF,1998-05-20,1998
68,El Salvador,SLV,39.0,CONCACAF,1998-05-20,1998
69,Mozambique,MOZ,39.0,CAF,1998-05-20,1998
70,Qatar,QAT,38.0,AFC,1998-05-20,1998
71,North Macedonia,MKD,38.0,UEFA,1998-05-20,1998
72,Iceland,ISL,37.0,UEFA,1998-05-20,1998
73,Togo,TOG,37.0,CAF,1998-05-20,1998
74,Nigeria,NGA,37.0,CAF,1998-05-20,1998
75,Guatemala,GUA,37.0,CONCACAF,1998-05-20,1998
76,Namibia,NAM,37.0,CAF,1998-05-20,1998
77,Canada,CAN,36.0,CONCACAF,1998-05-20,1998
78,Senegal,SEN,36.0,CAF,1998-05-20,1998
79,Gabon,GAB,36.0,CAF,1998-05-20,1998
80,Uzbekistan,UZB,36.0,AFC,1998-05-20,1998
81,Switzerland,SUI,36.0,UEFA,1998-05-20,1998
82,Latvia,LVA,36.0,UEFA,1998-05-20,1998
83,Cyprus,CYP,36.0,UEFA,1998-05-20,1998
84,Zimbabwe,ZIM,35.0,CAF,1998-05-20,1998
85,Iraq,IRQ,34.0,AFC,1998-05-20,1998
86,Honduras,HON,34.0,CONCACAF,1998-05-20,1998
87,Oman,OMA,34.0,AFC,1998-05-20,1998
88,Cuba,CUB,33.0,CONCACAF,1998-05-20,1998
89,Indonesia,IDN,33.0,AFC,1998-05-20,1998
90,Northern Ireland,NIR,33.0,UEFA,1998-05-20,1998
91,Sierra Leone,SLE,33.0,CAF,1998-05-20,1998
92,Syria,SYR,31.0,AFC,1998-05-20,1998
93,Kenya,KEN,31.0,CAF,1998-05-20,1998
94,Slovenia,SVN,31.0,UEFA,1998-05-20,1998
95,Tanzania,TAN,31.0,CAF,1998-05-20,1998
96,Lebanon,LBN,30.0,AFC,1998-05-20,1998
97,Malawi,MWI,30.0,CAF,1998-05-20,1998
98,Liberia,LBR,29.0,CAF,1998-05-20,1998
99,Malaysia,MAS,29.0,AFC,1998-05-20,1998
100,Vietnam,VIE,29.0,AFC,1998-05-20,1998
101,Albania,ALB,29.0,UEFA,1998-05-20,1998
102,Bosnia and Herzegovina,BIH,28.0,UEFA,1998-05-20,1998
103,Wales,WAL,28.0,UEFA,1998-05-20,1998
104,Estonia,EST,28.0,UEFA,1998-05-20,1998
105,Grenada,GRN,27.0,CONCACAF,1998-05-20,1998
106,Singapore,SGP,27.0,AFC,1998-05-20,1998
107,Kazakhstan,KAZ,26.0,UEFA,1998-05-20,1998
108,Barbados,BRB,26.0,CONCACAF,1998-05-20,1998
109,Congo,CGO,25.0,CAF,1998-05-20,1998
110,Haiti,HAI,25.0,CONCACAF,1998-05-20,1998
111,Armenia,ARM,25.0,UEFA,1998-05-20,1998
112,Belarus,BLR,24.0,UEFA,1998-05-20,1998
113,Sudan,SDN,24.0,CAF,1998-05-20,1998
114,Venezuela,VEN,24.0,CONMEBOL,1998-05-20,1998
115,India,IND,24.0,AFC,1998-05-20,1998
116,Uganda,UGA,24.0,CAF,1998-05-20,1998
117,New Zealand,NZL,23.0,OFC,1998-05-20,1998
118,Myanmar,MYA,23.0,AFC,1998-05-20,1998
119,Tajikistan,TJK,22.0,AFC,1998-05-20,1998
120,Gambia,GAM,22.0,CAF,1998-05-20,1998
121,Faroe Islands,FRO,22.0,UEFA,1998-05-20,1998
122,St. Kitts and Nevis,SKN,21.0,CONCACAF,1998-05-20,1998
123,Azerbaijan,AZE,21.0,UEFA,1998-05-20,1998
124,Malta,MLT,20.0,UEFA,1998-05-20,1998
125,Jordan,JOR,20.0,AFC,1998-05-20,1998
126,St. Vincent and the Grenadines,VIN,20.0,CONCACAF,1998-05-20,1998
127,Panama,PAN,20.0,CONCACAF,1998-05-20,1998
128,Mauritania,MTN,19.0,CAF,1998-05-20,1998
129,Sri Lanka,SRI,19.0,AFC,1998-05-20,1998
130,Dominica,DMA,18.0,CONCACAF,1998-05-20,1998
131,Ethiopia,ETH,17.0,CAF,1998-05-20,1998
132,Benin,BEN,17.0,CAF,1998-05-20,1998
133,St. Lucia,LCA,17.0,CONCACAF,1998-05-20,1998
134,Bahrain,BHR,17.0,AFC,1998-05-20,1998
135,Yemen,YEM,16.0,AFC,1998-05-20,1998
136,Lesotho,LES,16.0,CAF,1998-05-20,1998
137,Solomon Islands,SOL,16.0,OFC,1998-05-20,1998
138,Moldova,MDA,16.0,UEFA,1998-05-20,1998
139,Hong Kong,HKG,16.0,AFC,1998-05-20,1998
140,Turkmenistan,TKM,16.0,AFC,1998-05-20,1998
141,Kyrgyz Republic,KGZ,15.0,AFC,1998-05-20,1998
142,Dominican Republic,DOM,15.0,CONCACAF,1998-05-20,1998
143,Luxembourg,LUX,14.0,UEFA,1998-05-20,1998
144,Antigua and Barbuda,ATG,14.0,CONCACAF,1998-05-20,1998
145,Laos,LAO,14.0,AFC,1998-05-20,1998
146,Suriname,SUR,13.0,CONCACAF,1998-05-20,1998
147,Eswatini,SWZ,13.0,CAF,1998-05-20,1998
148,Libya,LBY,12.0,CAF,1998-05-20,1998
149,Bangladesh,BAN,12.0,AFC,1998-05-20,1998
151,Fiji,FIJ,11.0,OFC,1998-05-20,1998
